StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Consent form,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q1,Q2,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q8,Q9,Q10_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q11,Q11_8_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q14_9_TEXT,Q15,Q16,Q16_3_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q19_3_TEXT,Q20,Q20_8_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q21_8,Q21_8_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q24_7,Q24_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_8_TEXT,Q26_9,Q26_9_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q27_1,Q27_2,Q27_1,Q27_2,Q30_1,Q30_2,Q31,Q32,Q33_1,Q34_1,Q35_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q36,Q37,Q38,Q49,Q39
2022-06-16 10:27:11,2022-06-16 10:34:23,IP Address,100.12.96.5,100,431,True,2022-06-16 10:34:24,R_2CfB9HLKRGhNZQY,,,,,40.6631,-73.7601,anonymous,EN,90.317,90.317,91.418,1,I agree,5.521,9.596,11.579,6,"Arizona,Georgia,Idaho,New York","Alaska,California,Connecticut,Pennsylvania",7.702,7.702,9.105,1,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",6-10% of total capacity,6 kW,2.459,3.286,4.101,2,6-10% savings per month,,Yes,Higher savings,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,3.636,6.715,7.153,3,Very important,Very important,Not at all important,Extremely important,Extremely important,Very important,Not at all important,,Not at all important,,Extremely important,Very important,Very important,Moderately important,Extremely important,,,,,Probably yes,Definitely yes,,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,,Definitely not,,11.928,11.928,14.372,1,6-8%,3-5%,11-15%,5-10%,Within 1-3 years,Within 1-3 years,No,,Moderately likely,80,1,12.967,12.967,13.688,1,No,,NO,Yes,
2022-06-16 10:29:02,2022-06-16 10:34:24,IP Address,65.210.22.66,100,321,True,2022-06-16 10:34:24,R_3qBEAXdMW1JHhdT,,,,,38.9635,-76.9672,anonymous,EN,8.01,8.01,8.665,1,I agree,46.947,47.502,51.334,3,"Alaska,Colorado,Connecticut","Arizona,Colorado,Florida",1.308,1.308,2.608,1,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",11-15% of total capacity,6 kW,8.723,10.154,11.056,2,6-10% savings per month,,Yes,Higher savings,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,12.573,12.573,15.322,1,Very important,Very important,Very important,,Extremely important,Very important,,,,,Moderately important,Moderately important,Very important,Moderately important,Very important,,,,,Might or might not,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely not,,,,,11.526,11.526,14.099,1,9-11%,3-5%,5-10%,11-15%,Within first year of operation,Within first year of operation,No,,Slightly likely,70,1,10.751,10.751,11.469,1,No,,NO,Yes,
2022-06-16 10:27:16,2022-06-16 10:34:25,IP Address,73.65.50.102,100,429,True,2022-06-16 10:34:26,R_55pEKeIzgri1Kvf,,,,,44.8962,-93.1036,anonymous,EN,7.175,7.175,7.918,1,I agree,8.405,32.231,34.255,5,"Arizona,Colorado,Idaho,Minnesota","Arizona,Connecticut,Hawaii",1.256,1.256,2.694,1,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",11-15% of total capacity,6 kW,11.557,12.458,13.465,2,11-15% savings per month,,Yes,Lower savings,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,14.59,14.59,18.293,1,Very important,Very important,,Extremely important,Extremely important,Very important,,,,,Moderately important,Very important,,Moderately important,Moderately important,,,,,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Probably yes,,,,,9.841,9.841,12.177,1,6-8%,6-8%,11-15%,5-10%,Within first year of operation,Within first year of operation,No,,Slightly likely,80,1,6.952,6.952,8.19,1,No,,NO,Yes,
2022-06-16 10:27:18,2022-06-16 10:34:29,IP Address,98.232.200.235,100,430,True,2022-06-16 10:34:29,R_umJIwYkxL5oxe4V,,,,,45.4752,-122.5561,anonymous,EN,87.109,87.109,87.823,1,I agree,19.486,24.082,25.652,4,"Arizona,Colorado,Georgia,Oregon","Alaska,California,Georgia,Oregon",40.678,40.678,41.934,1,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",6-10% of total capacity,6 kW,10.927,12.7,13.707,3,11-15% savings per month,,Yes,Lower savings,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,5.316,5.316,6.169,1,Very important,Extremely important,Not at all important,Extremely important,Extremely important,Very important,,,,,Very important,Very important,Moderately important,Moderately important,Very important,,,,,Definitely not,Probably yes,Probably yes,Probably yes,Might or might not,Might or might not,Probably yes,,,,,8.993,13.417,15.835,2,6-8%,3-5%,5-10%,11-15%,Within first year of operation,Within first year of operation,No,,Slightly likely,70,1,4.562,4.562,5.2,1,No,,no,Yes,
2022-06-16 10:36:33,2022-06-16 10:38:48,IP Address,98.232.200.235,100,135,True,2022-06-16 10:38:49,R_21zCCyqNSF073T8,,,,,45.4752,-122.5561,anonymous,EN,1.073,1.073,2.188,1,I agree,1.089,2.332,5.997,3,"Arizona,Colorado,Hawaii","Arizona,Colorado,Idaho,Missouri",5.324,5.324,6.872,1,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",11-15% of total capacity,6 kW,7.894,9.282,10.191,2,11-15% savings per month,,Yes,Higher savings,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,1.834,1.834,4.75,1,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,Very important,,,,,Very important,Extremely important,Not at all important,Extremely important,Very important,,,,,Definitely not,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,,,,,0.891,0.891,3.056,1,3-5%,6-8%,11-15%,5-10%,Within first year of operation,Within first year of operation,No,,Moderately likely,80,1,3.761,3.761,4.455,1,No,,no,Yes,
2022-06-16 10:38:57,2022-06-16 10:41:13,IP Address,108.41.200.103,100,136,True,2022-06-16 10:41:13,R_86VLIZrsH78sB5T,,,,,40.9673,-73.8418,anonymous,EN,0.947,0.947,1.577,1,I agree,0.57,2.898,3.768,3,"Colorado,New York,Washington","Connecticut,Kentucky,New York",1.525,5.292,8.389,7,no,11-15% of total capacity,10,2.383,3.607,4.44,2,11-15% savings per month,,Yes,Lower savings,,11-15 years,,Yes,Shorter terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,1.137,3.546,4.056,8,Very important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,,Moderately important,,Very important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,,Moderately important,,Probably yes,Might or might not,Probably yes,Might or might not,Probably yes,Might or might not,Might or might not,Probably yes,,Might or might not,,0.862,3.158,3.812,5,6-8%,6-8%,11-15%,11-15%,Within first year of operation,Within 1-3 years,Yes,no,Neither likely nor unlikely,10,2,0.67,0.67,1.652,1,Yes,no,no,Yes,
2022-06-16 10:38:00,2022-06-16 10:41:22,IP Address,73.19.99.86,100,202,True,2022-06-16 10:41:22,R_XXHx1x1Q4PCKVt7,,,,,47.024,-122.7827,anonymous,EN,1.691,1.691,2.916,1,I agree,0.756,2.284,5.614,3,"Arkansas,Hawaii,Indiana","Arkansas,Colorado,Connecticut",29.633,29.633,30.47,1,"Can't make money

",16-20% of total capacity,3000,1.182,2.301,3.162,2,16-20% savings per month,,No,,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,1.229,4.501,4.989,8,Very important,Very important,Very important,Very important,Very important,Moderately important,Moderately important,,Moderately important,,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,,Moderately important,,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Might or might not,Might or might not,Might or might not,,Might or might not,,0.596,3.34,3.918,5,6-8%,6-8%,11-15%,11-15%,Within 1-3 years,Within 1-3 years,Yes,Can't make money,Slightly unlikely,50,10,0.797,0.797,1.717,1,Yes,influential,influential,Yes,
2022-06-16 10:47:12,2022-06-16 11:08:10,IP Address,66.0.63.75,100,1257,True,2022-06-16 11:08:10,R_3OqvsdeuQVStEI3,,,,,33.9259,-86.4741,anonymous,EN,9.448,9.448,10.24,1,I agree,123.895,126.765,127.247,3,California,"Arizona,California,Colorado,Connecticut,Delaware",335.701,335.701,336.419,1,For low income users we have taken it easy for them to manage the help without charge,More than 20% of total capacity,300,44.659,45.917,46.62,3,16-20% savings per month,,Yes,Higher savings,,11-15 years,,Yes,Shorter terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become more customer friendly",,16.955,25.488,26.227,7,Moderately important,Moderately important,Moderately important,Slightly important,Moderately important,Slightly important,,,,,Very important,Moderately important,Moderately important,Slightly important,Slightly important,,,,,Probably yes,Might or might not,Might or might not,Probably not,Probably not,Probably not,Might or might not,,,,,47.663,49.728,50.241,5,6-8%,6-8%,16-20%,16-20%,Within first year of operation,Within 1-3 years,No,,Slightly likely,40,6,0.937,0.937,2.026,1,Yes,It is not convenient to say about trade secrets,It is not convenient to say about trade secrets,Yes,
2022-06-16 10:47:08,2022-06-16 11:08:25,IP Address,38.101.158.237,100,1276,True,2022-06-16 11:08:25,R_1kZC5C6d8vx9Frl,,,,,30.3511,-81.506,anonymous,EN,6.019,6.019,6.656,1,I agree,130.403,133.037,133.515,3,California,California,347.136,347.529,348.236,2,For low income users we have taken it easy for them to manage the help without charge,6-10% of total capacity,400,51.971,53.337,54.009,3,16-20% savings per month,,Yes,Lower savings,,11-15 years,,Yes,Shorter terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,20.056,24.65,25.098,8,Very important,Moderately important,Moderately important,Very important,Moderately important,Slightly important,,,,,Very important,Moderately important,Very important,Very important,Very important,,,,,Probably yes,Might or might not,Might or might not,Might or might not,Might or might not,Might or might not,Might or might not,,,,,57.058,59.735,60.091,6,3-5%,6-8%,11-15%,11-15%,Within 1-3 years,Within 1-3 years,Yes,It is not convenient to say about trade secrets,Neither likely nor unlikely,50,5,0.985,0.985,1.686,1,Yes,It is not convenient to say about trade secrets,It is not convenient to say about trade secrets,Yes,
2022-06-16 10:47:27,2022-06-16 11:08:37,IP Address,24.125.48.36,100,1269,True,2022-06-16 11:08:37,R_ClhS9A7N0te7rLH,,,,,33.7228,-83.9976,anonymous,EN,0.784,3.644,4.552,2,I agree,1.468,60.963,61.516,4,California,"California,Connecticut,District of Columbia,Florida,Kentucky,Maryland,Massachusetts",328.163,328.163,328.89,1,For low income users we have taken it easy for them to manage the help without charge,16-20% of total capacity,200,38.372,39.864,40.903,3,16-20% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Shorter terms,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,12.46,25.715,26.383,7,Moderately important,Slightly important,Slightly important,Slightly important,Slightly important,Moderately important,,,,,Very important,Very important,Moderately important,Moderately important,Moderately important,,,,,Might or might not,Might or might not,Might or might not,Probably not,Probably not,Probably not,Might or might not,,,,,37.228,39.691,40.229,6,6-8%,9-11%,16-20%,11-15%,Within 1-3 years,Within 1-3 years,Yes,It is not convenient to say about trade secrets,Slightly unlikely,40,9,21.803,22.377,23.168,2,No,,It is not convenient to say about trade secrets,Yes,
2022-06-16 10:47:30,2022-06-16 11:08:48,IP Address,94.140.8.179,100,1277,True,2022-06-16 11:08:48,R_3hcLcE6UhPfNzgg,,,,,47.6034,-122.3414,anonymous,EN,16.151,16.151,17.001,1,I agree,110.664,112.982,113.606,3,California,"Arizona,California,Colorado,Delaware,West Virginia",320.155,320.155,320.926,1,For low income users we have taken it easy for them to manage the help without charge,11-15% of total capacity,200,30.107,31.437,32.781,2,16-20% savings per month,,Yes,Lower savings,,11-15 years,,Yes,Shorter terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,14.709,16.982,17.659,7,Moderately important,Moderately important,Slightly important,Moderately important,Moderately important,Moderately important,,,,,Very important,Very important,Very important,Very important,Slightly important,,,,,Might or might not,Probably yes,Might or might not,Might or might not,Might or might not,Probably not,Might or might not,Might or might not,,,,28.702,30.564,31.133,5,6-8%,9-11%,11-15%,11-15%,Within 1-3 years,Within 3-5 years,Yes,It is not convenient to say about trade secrets,Slightly unlikely,50,4,1.071,1.071,1.92,1,Yes,It is not convenient to say about trade secrets,It is not convenient to say about trade secrets,Yes,
2022-06-16 10:50:18,2022-06-16 11:09:05,IP Address,104.173.92.246,100,1126,True,2022-06-16 11:09:05,R_2af7UhUYkqCwdfw,,,,,34.7148,-117.8756,anonymous,EN,0.807,98.985,99.899,4,I agree,124.044,129.224,129.772,4,California,"Connecticut,Illinois,Indiana,Kansas,Nebraska,Wisconsin",291.629,291.629,292.372,1,We have a very lax approach to solar for low income users,16-20% of total capacity,300,23.288,24.673,25.29,3,16-20% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Shorter terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become less customer friendly",,20.943,22.402,23.338,6,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,,,,,Very important,Moderately important,Moderately important,Moderately important,Slightly important,Slightly important,,,,Might or might not,Probably not,Might or might not,Might or might not,Might or might not,Might or might not,Probably not,,,,,21.174,23.339,23.884,6,3-5%,6-8%,11-15%,11-15%,Within 1-3 years,Within 1-3 years,Yes,It is not convenient to say about trade secrets,Slightly unlikely,60,5,1.042,1.62,2.245,2,No,,It is not convenient to say about trade secrets,Yes,
2022-06-16 10:47:36,2022-06-16 11:09:27,IP Address,75.52.86.183,100,1310,True,2022-06-16 11:09:27,R_20SuYQYOLF0shLZ,,,,,34.1078,-84.5026,anonymous,EN,25.487,25.487,26.256,1,I agree,93.349,93.349,96.258,1,California,"Alaska,California,Connecticut,Delaware,District of Columbia,Oklahoma,Puerto Rico",282.44,283.911,285.137,2,We have a very lax approach to solar for low income users,16-20% of total capacity,300,15.557,20.625,21.305,3,16-20% savings per month,,Yes,Higher savings,,11-15 years,,Yes,Longer terms,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,55.49,57.349,58.247,6,Moderately important,Moderately important,Slightly important,Slightly important,Slightly important,Moderately important,,,,,Very important,Moderately important,Moderately important,Moderately important,Moderately important,,,,,Might or might not,Probably not,Probably not,Might or might not,Might or might not,Might or might not,Probably not,,,,,13.224,14.945,15.186,5,6-8%,6-8%,16-20%,11-15%,Within 1-3 years,Within 3-5 years,Yes,It is not convenient to say about trade secrets,Slightly likely,40,10,2.768,2.768,3.51,1,Yes,It is not convenient to say about trade secrets,It is not convenient to say about trade secrets,Yes,
2022-06-16 10:47:39,2022-06-16 11:09:30,IP Address,38.101.158.237,100,1310,True,2022-06-16 11:09:30,R_2v0Pu4ZD6iYiDBF,,,,,30.3511,-81.506,anonymous,EN,28.73,28.73,29.485,1,I agree,86.44,86.44,89.767,1,California,"Arizona,Colorado,Delaware,District of Columbia,Minnesota,Puerto Rico",273.663,273.663,274.802,1,We have a very lax approach to solar for low income users,11-15% of total capacity,300,11.861,15.516,15.823,4,16-20% savings per month,,Yes,Lower savings,,7-10 years,,No,,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,36.699,39.239,40.089,7,Moderately important,Slightly important,Very important,Very important,Moderately important,Moderately important,Moderately important,,,,Moderately important,Slightly important,Moderately important,Slightly important,Slightly important,,,,,Might or might not,Might or might not,Probably not,Might or might not,Might or might not,Might or might not,Might or might not,,,,,3.788,5.533,6.049,5,6-8%,6-8%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,It is not convenient to say about trade secrets,Neither likely nor unlikely,50,5,4.28,5.109,5.82,3,Yes,It is not convenient to say about trade secrets,It is not convenient to say about trade secrets,Yes,
2022-06-16 09:02:59,2022-06-16 11:13:33,IP Address,64.22.23.22,100,7833,True,2022-06-16 11:13:33,R_2D7WiVQFif9Lws2,,,,,35.4393,-89.7804,anonymous,EN,15.111,18.487,20.224,3,I agree,32.425,32.425,34.669,1,Minnesota,Minnesota,47.505,142.615,143.852,2,Access to role models and mentors,11-15% of total capacity,15,1.492,3.42,13.711,2,16-20% savings per month,,No,,,1-3 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,12.679,16.662,24.746,2,Moderately important,Moderately important,Very important,Slightly important,Moderately important,Very important,,,,,Very important,Moderately important,Slightly important,Moderately important,Very important,,,,,Might or might not,Might or might not,Probably yes,Probably not,Probably not,Might or might not,Probably yes,,,,,54.965,56.477,57.301,4,6-8%,3-5%,11-15%,0-4%,Within 1-3 years,Within 1-3 years,No,,Slightly likely,20,2,64.444,64.444,65.112,1,Yes,none,yes,Yes,
2022-06-16 09:03:03,2022-06-16 11:13:35,IP Address,96.255.143.184,100,7831,True,2022-06-16 11:13:35,R_3Eb8kKP6LNeOhab,,,,,38.7679,-77.4534,anonymous,EN,21.647,24.335,25.522,2,I agree,31.057,37.321,39.411,2,Minnesota,Minnesota,140.328,140.328,141.41,1,Access to role models and mentors,11-15% of total capacity,10,20.868,22.165,22.824,2,11-15% savings per month,,No,,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,23.7,26.315,28.663,8,Very important,Moderately important,Moderately important,Slightly important,Very important,Moderately important,,,,,Moderately important,Very important,Moderately important,Slightly important,Moderately important,,,,,Probably yes,Probably not,Might or might not,Might or might not,Probably yes,Probably yes,Probably not,,,,,43.427,45.332,45.966,5,3-5%,3-5%,5-10%,0-4%,Within 1-3 years,Within 1-3 years,No,,Moderately likely,10,1,60.454,60.454,61.152,1,No,,yes,Yes,
2022-06-16 09:03:06,2022-06-16 11:13:42,IP Address,98.127.110.110,100,7836,True,2022-06-16 11:13:42,R_3CQ1Ji6Z2IDlwUW,,,,,39.1666,-108.723,anonymous,EN,25.551,26.11,30.357,2,I agree,36.432,36.432,38.668,1,Minnesota,Minnesota,135.342,135.342,136.248,1,Access to role models and mentors,11-15% of total capacity,20,35.688,36.976,37.755,2,11-15% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,27.996,30.22,33.254,7,Moderately important,Very important,Slightly important,Slightly important,Moderately important,Very important,,,,,Slightly important,Very important,Slightly important,Moderately important,Very important,,,,,Might or might not,Probably yes,Probably not,Probably yes,Probably not,Might or might not,Probably yes,,,,,24.75,27.706,28.406,6,6-8%,3-5%,11-15%,5-10%,Within first year of operation,Prior to COD,No,,Moderately likely,15,2,55.15,55.15,55.793,1,Yes,yes,yes,Yes,
2022-06-16 09:03:08,2022-06-16 11:13:45,IP Address,68.203.68.59,100,7836,True,2022-06-16 11:13:45,R_2WUwbqIDO4St19m,,,,,32.9103,-96.7283,anonymous,EN,3843.748,3870.919,3875.146,3,I agree,41.395,41.395,43.622,1,Minnesota,Minnesota,131.809,131.809,132.795,1,Access to role models and mentors,11-15% of total capacity,15,44.519,45.784,46.412,2,11-15% savings per month,,No,,,1-3 years,,No,,,$251-$500,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,30.014,33.036,35.284,9,Very important,Slightly important,Slightly important,Very important,Moderately important,Moderately important,,,,,Very important,Slightly important,Moderately important,Moderately important,Very important,,,,,Might or might not,Probably yes,Probably not,Might or might not,Might or might not,Probably not,Probably yes,,,,,10.881,12.544,13.835,4,6-8%,3-5%,11-15%,5-10%,Within 1-3 years,Within first year of operation,No,,Moderately likely,20,2,50.764,50.764,51.495,1,No,,yes,Yes,
2022-06-16 09:03:12,2022-06-16 11:13:47,IP Address,63.142.177.144,100,7835,True,2022-06-16 11:13:47,R_0qhT0TkPXJxaV0Z,,,,,46.6011,-96.0688,anonymous,EN,31.098,31.505,35.492,2,I agree,39.705,39.705,41.78,1,Minnesota,Minnesota,123.833,123.833,124.747,1,Access to role models and mentors,11-15% of total capacity,10,55.178,56.562,57.295,2,11-15% savings per month,,No,,,4-6 years,,No,,,$251-$500,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,36.437,39.692,40.858,7,Moderately important,Very important,Slightly important,Slightly important,Moderately important,Very important,,,,,Very important,Moderately important,Slightly important,Moderately important,Very important,,,,,Probably yes,Might or might not,Probably not,Might or might not,Probably not,Probably yes,Might or might not,,,,,2.187,3.852,4.46,5,6-8%,3-5%,11-15%,11-15%,Within 1-3 years,Within first year of operation,No,,Slightly likely,10,1,47.736,49.857,50.122,4,No,,yes,Yes,
2022-06-16 11:18:55,2022-06-16 11:22:32,IP Address,99.189.114.170,100,216,True,2022-06-16 11:22:32,R_29hSSJmotEz2kNc,,,,,37.374,-121.8595,anonymous,EN,2.425,2.425,3.151,1,I agree,0.775,2.575,4.222,3,"Arizona,Illinois,Montana","Colorado,West Virginia",4.067,5.89,8.888,5,no,11-15% of total capacity,10,3.247,4.638,5.582,2,11-15% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Longer terms,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,1.148,3.947,4.482,8,Very important,Moderately important,Moderately important,Very important,Moderately important,Slightly important,Moderately important,,Moderately important,,Very important,Moderately important,Slightly important,Moderately important,Very important,Moderately important,,Slightly important,,Probably yes,Might or might not,Probably not,Might or might not,Probably yes,Might or might not,Probably not,Might or might not,,Might or might not,,0.691,2.107,2.649,4,3-5%,6-8%,5-10%,11-15%,Within first year of operation,Within 1-3 years,Yes,no,Neither likely nor unlikely,10,2,0.787,0.787,1.552,1,Yes,yes,no,Yes,
2022-06-16 11:39:01,2022-06-16 11:42:48,IP Address,204.102.252.37,100,227,True,2022-06-16 11:42:49,R_ZE4L5xs3zLIX9kZ,,,,,34.0124,-118.3414,anonymous,EN,0.887,0.887,1.626,1,I agree,0.66,1.692,5.958,3,"Arizona,Colorado,Delaware","Arizona,Colorado,District of Columbia",24.323,24.323,24.993,1,"Hard to make money

",6-10% of total capacity,4000,0.765,3.453,4.392,4,21-50% savings per month,,Yes,Higher savings,,20 or more years,,Yes,Shorter terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,1.103,5.14,6.133,9,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,,Moderately important,,Very important,Moderately important,Moderately important,Slightly important,Moderately important,Moderately important,,Moderately important,,Probably yes,Might or might not,Might or might not,Might or might not,Might or might not,Might or might not,Might or might not,Might or might not,,Might or might not,,0.803,4.272,4.496,6,3-5%,6-8%,11-15%,16-20%,Within 1-3 years,Within 1-3 years,Yes,Serious impact on Performance,Neither likely nor unlikely,50,10,0.775,0.775,1.465,1,Yes,"The money maker is almost there

","Affect earning money

",Yes,
2022-06-16 10:54:42,2022-06-16 11:55:26,IP Address,73.63.67.114,100,3644,True,2022-06-16 11:55:26,R_3jT9jE3A7uBCalz,,,,,40.5834,-111.7467,anonymous,EN,991.151,991.584,992.382,2,I agree,91.778,110.908,114.159,3,California,California,44.812,509.913,511.525,11,Effective communication.scheduling and time management,16-20% of total capacity,80,6.574,8.062,9.774,2,21-50% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,61.814,183.671,187.137,18,Slightly important,Not at all important,Slightly important,Moderately important,Not at all important,Slightly important,Slightly important,,,,Moderately important,Slightly important,Slightly important,Moderately important,Slightly important,,,,,Probably not,Might or might not,Probably yes,,Might or might not,Definitely yes,Probably yes,,,,,19.486,21.115,21.633,4,6-8%,9-11%,11-15%,16-20%,Within 3-5 years,Within 1-3 years,Yes,Identify threats and hazards of concern,Moderately likely,60,40,68.739,71.513,85.522,4,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:39,2022-06-16 11:55:28,IP Address,174.87.161.166,100,3649,True,2022-06-16 11:55:28,R_bDy5XdkZM30nNq9,,,,,37.4912,-120.8559,anonymous,EN,987.433,987.88,988.607,2,I agree,116.675,123.286,124.489,3,California,California,304.688,517.032,517.931,3,Effective communication.scheduling and time management,16-20% of total capacity,80,14.123,15.997,16.845,3,21-50% savings per month,,Yes,Higher savings,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,7.906,181.845,182.845,11,Slightly important,Not at all important,Slightly important,Moderately important,Slightly important,Slightly important,,,,,Very important,Moderately important,Extremely important,,Very important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Definitely yes,Probably yes,Probably yes,Might or might not,,,,29.073,31.416,31.956,5,3-5%,6-8%,16-20%,11-15%,Within 3-5 years,Within 1-3 years,Yes,Identify threats and hazards of concern,Slightly likely,50,50,60.818,61.236,62.077,2,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:36,2022-06-16 11:55:33,IP Address,104.220.153.152,100,3656,True,2022-06-16 11:55:33,R_r9MSvNq9i1I1Qtj,,,,,38.7425,-121.1947,anonymous,EN,984.821,985.262,986.036,2,I agree,126.425,128.271,129.809,3,California,California,526.724,527.808,528.123,3,Effective communication.scheduling and time management,11-15% of total capacity,80,20.496,23.259,26.55,4,16-20% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Longer terms,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,35.637,141.49,142.444,9,Slightly important,Not at all important,Not at all important,Slightly important,Not at all important,Slightly important,,,,,Extremely important,Very important,Moderately important,Very important,Very important,,,,,Probably not,Might or might not,Probably not,Might or might not,Probably yes,Might or might not,Probably yes,Might or might not,,,,37.779,39.752,40.475,5,6-8%,9-11%,11-15%,11-15%,Within first year of operation,Within 1-3 years,Yes,Identify threats and hazards of concern,Moderately likely,40,60,52.818,53.356,54.233,2,Yes,Registration is easier,Have no effect on,Yes,
